#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-01-16T14:41:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ54b922f76911	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/529/A75&tab:{J/A+A/529/A75/table-af}&key:source=J/A+A/529/A75/table-af&HTTPPRM:&
#-source=J/A+A/529/A75/table-af
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a
#-out=b
#-out=Filt
#Filt=Kp
#-out=Met
#Met=L
#-out=Mod
#Mod=A
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35290075
#Name: J/A+A/529/A75
#Title: Limb-darkening coefficients (Claret+, 2011)
#Table	J_A_A_529_A75_table-af:
#Name: J/A+A/529/A75/table-af
#Title: 2-parameter limb darkening coefficients: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)} (equations 2, 3 and 4)
#Column	logg	(F5.2)	[0/5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[2000/50000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[-5/1] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0/8] Microturbulent velocity	[ucd=phys.veloc]
#Column	a	(F7.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F7.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A1)	Model used: {\bf A}TLAS or {\bf P}HOENIX	[ucd=instr.setup;meta.modelled]
#Column	c	(F7.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F7.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F7.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F7.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
#logg	Teff	Z	xi	a	b	Filt	Met	Mod	c	d	e	f
#[cm/s2]	K	[Sun]	km/s	 	 	 	 	 	 	 	 	
#-----	------	----	----	-------	-------	--	-	-	-------	-------	-------	-------
 5.00	 24000	-2.5	 2.0	 0.0867	 0.2292	Kp	L	A	-0.0984	 0.5117	 0.3506	 0.2196
 3.00	 25000	-2.5	 2.0	 0.1086	 0.3227	Kp	L	A	-0.1500	 0.7175	 0.4799	 0.3086
 3.50	 25000	-2.5	 2.0	 0.0848	 0.2878	Kp	L	A	-0.1518	 0.6485	 0.4167	 0.2771
 4.00	 25000	-2.5	 2.0	 0.0814	 0.2589	Kp	L	A	-0.1318	 0.5838	 0.3800	 0.2494
 4.50	 25000	-2.5	 2.0	 0.0817	 0.2404	Kp	L	A	-0.1151	 0.5405	 0.3589	 0.2312
 5.00	 25000	-2.5	 2.0	 0.0823	 0.2302	Kp	L	A	-0.1050	 0.5159	 0.3476	 0.2210
 3.00	 26000	-2.5	 2.0	 0.1063	 0.3326	Kp	L	A	-0.1579	 0.7361	 0.4886	 0.3173
 3.50	 26000	-2.5	 2.0	 0.0818	 0.2935	Kp	L	A	-0.1597	 0.6616	 0.4204	 0.2827
 4.00	 26000	-2.5	 2.0	 0.0770	 0.2631	Kp	L	A	-0.1406	 0.5946	 0.3806	 0.2538
 4.50	 26000	-2.5	 2.0	 0.0773	 0.2432	Kp	L	A	-0.1229	 0.5483	 0.3578	 0.2342
 5.00	 26000	-2.5	 2.0	 0.0782	 0.2317	Kp	L	A	-0.1116	 0.5210	 0.3453	 0.2229
 3.50	 27000	-2.5	 2.0	 0.0786	 0.2996	Kp	L	A	-0.1675	 0.6748	 0.4242	 0.2885
 4.00	 27000	-2.5	 2.0	 0.0730	 0.2672	Kp	L	A	-0.1484	 0.6045	 0.3814	 0.2579
 4.50	 27000	-2.5	 2.0	 0.0732	 0.2458	Kp	L	A	-0.1299	 0.5553	 0.3569	 0.2370
 5.00	 27000	-2.5	 2.0	 0.0738	 0.2337	Kp	L	A	-0.1182	 0.5265	 0.3434	 0.2250
 3.50	 28000	-2.5	 2.0	 0.0735	 0.3062	Kp	L	A	-0.1774	 0.6887	 0.4266	 0.2947
 4.00	 28000	-2.5	 2.0	 0.0693	 0.2709	Kp	L	A	-0.1552	 0.6129	 0.3820	 0.2615
 4.50	 28000	-2.5	 2.0	 0.0692	 0.2482	Kp	L	A	-0.1362	 0.5612	 0.3557	 0.2395
 5.00	 28000	-2.5	 2.0	 0.0699	 0.2351	Kp	L	A	-0.1236	 0.5301	 0.3411	 0.2265
 3.50	 29000	-2.5	 2.0	 0.0668	 0.3114	Kp	L	A	-0.1884	 0.7005	 0.4259	 0.2997
 4.00	 29000	-2.5	 2.0	 0.0652	 0.2737	Kp	L	A	-0.1616	 0.6192	 0.3812	 0.2642
 4.50	 29000	-2.5	 2.0	 0.0658	 0.2493	Kp	L	A	-0.1406	 0.5639	 0.3537	 0.2407
 5.00	 29000	-2.5	 2.0	 0.0666	 0.2352	Kp	L	A	-0.1271	 0.5306	 0.3380	 0.2267
 3.50	 30000	-2.5	 2.0	 0.0587	 0.3163	Kp	L	A	-0.2009	 0.7121	 0.4236	 0.3046
 4.00	 30000	-2.5	 2.0	 0.0603	 0.2752	Kp	L	A	-0.1678	 0.6227	 0.3780	 0.2657
 4.50	 30000	-2.5	 2.0	 0.0623	 0.2491	Kp	L	A	-0.1439	 0.5634	 0.3499	 0.2404
 5.00	 30000	-2.5	 2.0	 0.0639	 0.2337	Kp	L	A	-0.1285	 0.5270	 0.3335	 0.2252
 3.50	 31000	-2.5	 2.0	 0.0488	 0.3238	Kp	L	A	-0.2169	 0.7289	 0.4223	 0.3118
 4.00	 31000	-2.5	 2.0	 0.0546	 0.2754	Kp	L	A	-0.1740	 0.6238	 0.3727	 0.2661
 4.50	 31000	-2.5	 2.0	 0.0583	 0.2476	Kp	L	A	-0.1465	 0.5597	 0.3441	 0.2389
 5.00	 31000	-2.5	 2.0	 0.0613	 0.2303	Kp	L	A	-0.1283	 0.5192	 0.3270	 0.2219
 4.00	 32000	-2.5	 2.0	 0.0484	 0.2755	Kp	L	A	-0.1811	 0.6252	 0.3667	 0.2664
 4.50	 32000	-2.5	 2.0	 0.0547	 0.2440	Kp	L	A	-0.1475	 0.5521	 0.3364	 0.2356
 5.00	 32000	-2.5	 2.0	 0.0584	 0.2257	Kp	L	A	-0.1271	 0.5084	 0.3187	 0.2174
 4.00	 33000	-2.5	 2.0	 0.0405	 0.2775	Kp	L	A	-0.1915	 0.6310	 0.3612	 0.2686
 4.50	 33000	-2.5	 2.0	 0.0506	 0.2401	Kp	L	A	-0.1490	 0.5442	 0.3279	 0.2320
 5.00	 33000	-2.5	 2.0	 0.0558	 0.2195	Kp	L	A	-0.1246	 0.4945	 0.3089	 0.2114
 4.00	 34000	-2.5	 2.0	 0.0305	 0.2814	Kp	L	A	-0.2059	 0.6413	 0.3558	 0.2727
 4.50	 34000	-2.5	 2.0	 0.0452	 0.2375	Kp	L	A	-0.1529	 0.5393	 0.3196	 0.2297
 5.00	 34000	-2.5	 2.0	 0.0527	 0.2134	Kp	L	A	-0.1229	 0.4811	 0.2988	 0.2056
 4.00	 35000	-2.5	 2.0	 0.0206	 0.2839	Kp	L	A	-0.2200	 0.6501	 0.3491	 0.2758
 4.50	 35000	-2.5	 2.0	 0.0379	 0.2366	Kp	L	A	-0.1603	 0.5384	 0.3112	 0.2290
 5.00	 35000	-2.5	 2.0	 0.0490	 0.2079	Kp	L	A	-0.1226	 0.4694	 0.2889	 0.2004
 4.50	 37500	-2.5	 2.0	 0.0190	 0.2312	Kp	L	A	-0.1799	 0.5336	 0.2869	 0.2256
 5.00	 37500	-2.5	 2.0	 0.0340	 0.1970	Kp	L	A	-0.1311	 0.4484	 0.2617	 0.1907
 4.50	 40000	-2.5	 2.0	 0.0086	 0.2254	Kp	L	A	-0.1902	 0.5272	 0.2704	 0.2215
 5.00	 40000	-2.5	 2.0	 0.0218	 0.1854	Kp	L	A	-0.1381	 0.4285	 0.2366	 0.1809
 5.00	 42500	-2.5	 2.0	 0.0154	 0.1798	Kp	L	A	-0.1432	 0.4206	 0.2242	 0.1766
 5.00	 45000	-2.5	 2.0	 0.0123	 0.1792	Kp	L	A	-0.1476	 0.4217	 0.2207	 0.1766
 5.00	 47500	-2.5	 2.0	 0.0107	 0.1805	Kp	L	A	-0.1511	 0.4259	 0.2207	 0.1782
 5.00	 50000	-2.5	 2.0	 0.0098	 0.1821	Kp	L	A	-0.1542	 0.4308	 0.2218	 0.1800
 0.00	  3500	-2.0	 2.0	 0.8181	-0.1106	Kp	L	A	 0.8550	-0.1716	 0.6986	-0.0874
 0.50	  3500	-2.0	 2.0	 0.8524	-0.1309	Kp	L	A	 0.9053	-0.2164	 0.7095	-0.1069
 1.00	  3500	-2.0	 2.0	 0.8324	-0.1050	Kp	L	A	 0.8686	-0.1646	 0.7188	-0.0835
 1.50	  3500	-2.0	 2.0	 0.6536	 0.0555	Kp	L	A	 0.5830	 0.1609	 0.7215	 0.0626
 2.00	  3500	-2.0	 2.0	 0.3982	 0.2686	Kp	L	A	 0.1869	 0.5916	 0.7068	 0.2557
 2.50	  3500	-2.0	 2.0	 0.2498	 0.3798	Kp	L	A	-0.0440	 0.8292	 0.6852	 0.3595
 3.00	  3500	-2.0	 2.0	 0.1819	 0.4406	Kp	L	A	-0.1584	 0.9612	 0.6870	 0.4171
 3.50	  3500	-2.0	 2.0	 0.1599	 0.4408	Kp	L	A	-0.1866	 0.9704	 0.6660	 0.4191
 4.00	  3500	-2.0	 2.0	 0.1765	 0.4166	Kp	L	A	-0.1506	 0.9167	 0.6547	 0.3957
 4.50	  3500	-2.0	 2.0	 0.1767	 0.4862	Kp	L	A	-0.1895	 1.0474	 0.7329	 0.4575
 5.00	  3500	-2.0	 2.0	 0.2114	 0.4513	Kp	L	A	-0.1250	 0.9671	 0.7271	 0.4231
 0.00	  3750	-2.0	 2.0	 0.7684	-0.0739	Kp	L	A	 0.7987	-0.1226	 0.6877	-0.0605
 0.50	  3750	-2.0	 2.0	 0.7862	-0.0775	Kp	L	A	 0.8245	-0.1381	 0.7005	-0.0660
 1.00	  3750	-2.0	 2.0	 0.7924	-0.0698	Kp	L	A	 0.8316	-0.1312	 0.7144	-0.0613
 1.50	  3750	-2.0	 2.0	 0.7865	-0.0515	Kp	L	A	 0.8184	-0.1009	 0.7285	-0.0464
 2.00	  3750	-2.0	 2.0	 0.7046	 0.0213	Kp	L	A	 0.6787	 0.0601	 0.7303	 0.0233
 2.50	  3750	-2.0	 2.0	 0.4992	 0.1915	Kp	L	A	 0.3458	 0.4257	 0.7196	 0.1834
 3.00	  3750	-2.0	 2.0	 0.3014	 0.3388	Kp	L	A	 0.0412	 0.7370	 0.6897	 0.3203
 3.50	  3750	-2.0	 2.0	 0.2058	 0.3793	Kp	L	A	-0.0930	 0.8359	 0.6414	 0.3608
 4.00	  3750	-2.0	 2.0	 0.1627	 0.4160	Kp	L	A	-0.1639	 0.9151	 0.6403	 0.3954
 4.50	  3750	-2.0	 2.0	 0.1392	 0.4312	Kp	L	A	-0.2032	 0.9542	 0.6349	 0.4113
 5.00	  3750	-2.0	 2.0	 0.1493	 0.4080	Kp	L	A	-0.1720	 0.8991	 0.6178	 0.3880
 0.00	  4000	-2.0	 2.0	 0.7021	-0.0187	Kp	L	A	 0.7057	-0.0252	 0.6823	-0.0139
 0.50	  4000	-2.0	 2.0	 0.6990	-0.0016	Kp	L	A	 0.6994	-0.0023	 0.6971	-0.0015
 1.00	  4000	-2.0	 2.0	 0.6917	 0.0186	Kp	L	A	 0.6860	 0.0282	 0.7116	 0.0142
 1.50	  4000	-2.0	 2.0	 0.6812	 0.0412	Kp	L	A	 0.6652	 0.0672	 0.7259	 0.0329
 2.00	  4000	-2.0	 2.0	 0.6744	 0.0580	Kp	L	A	 0.6493	 0.0982	 0.7377	 0.0473
 2.50	  4000	-2.0	 2.0	 0.6380	 0.0951	Kp	L	A	 0.5849	 0.1783	 0.7438	 0.0823
 3.00	  4000	-2.0	 2.0	 0.5200	 0.1860	Kp	L	A	 0.3879	 0.3892	 0.7315	 0.1719
 3.50	  4000	-2.0	 2.0	 0.3482	 0.3138	Kp	L	A	 0.1122	 0.6754	 0.7071	 0.2949
 4.00	  4000	-2.0	 2.0	 0.2256	 0.3942	Kp	L	A	-0.0765	 0.8566	 0.6772	 0.3724
 4.50	  4000	-2.0	 2.0	 0.1735	 0.3888	Kp	L	A	-0.1310	 0.8544	 0.6198	 0.3692
 5.00	  4000	-2.0	 2.0	 0.1341	 0.4535	Kp	L	A	-0.2210	 0.9964	 0.6548	 0.4311
 0.00	  4250	-2.0	 2.0	 0.6332	 0.0340	Kp	L	A	 0.6038	 0.0786	 0.6727	 0.0334
 0.50	  4250	-2.0	 2.0	 0.6151	 0.0634	Kp	L	A	 0.5736	 0.1275	 0.6866	 0.0574
 1.00	  4250	-2.0	 2.0	 0.5946	 0.0965	Kp	L	A	 0.5386	 0.1839	 0.7025	 0.0847
 1.50	  4250	-2.0	 2.0	 0.5756	 0.1275	Kp	L	A	 0.5047	 0.2386	 0.7176	 0.1108
 2.00	  4250	-2.0	 2.0	 0.5642	 0.1497	Kp	L	A	 0.4821	 0.2785	 0.7307	 0.1296
 2.50	  4250	-2.0	 2.0	 0.5558	 0.1656	Kp	L	A	 0.4639	 0.3096	 0.7401	 0.1436
 3.00	  4250	-2.0	 2.0	 0.5303	 0.1913	Kp	L	A	 0.4179	 0.3665	 0.7441	 0.1682
 3.50	  4250	-2.0	 2.0	 0.4559	 0.2486	Kp	L	A	 0.2926	 0.5011	 0.7366	 0.2250
 4.00	  4250	-2.0	 2.0	 0.3403	 0.3275	Kp	L	A	 0.1049	 0.6894	 0.7132	 0.3039
 4.50	  4250	-2.0	 2.0	 0.2341	 0.3959	Kp	L	A	-0.0635	 0.8521	 0.6869	 0.3721
 5.00	  4250	-2.0	 2.0	 0.1684	 0.4312	Kp	L	A	-0.1640	 0.9398	 0.6627	 0.4081
 0.00	  4500	-2.0	 2.0	 0.5879	 0.0628	Kp	L	A	 0.5384	 0.1385	 0.6602	 0.0600
 0.50	  4500	-2.0	 2.0	 0.5595	 0.0972	Kp	L	A	 0.4913	 0.2022	 0.6700	 0.0898
 1.00	  4500	-2.0	 2.0	 0.5246	 0.1399	Kp	L	A	 0.4323	 0.2826	 0.6828	 0.1271
 1.50	  4500	-2.0	 2.0	 0.4951	 0.1795	Kp	L	A	 0.3809	 0.3566	 0.6974	 0.1616
 2.00	  4500	-2.0	 2.0	 0.4731	 0.2122	Kp	L	A	 0.3412	 0.4169	 0.7117	 0.1898
 2.50	  4500	-2.0	 2.0	 0.4607	 0.2331	Kp	L	A	 0.3167	 0.4567	 0.7226	 0.2080
 3.00	  4500	-2.0	 2.0	 0.4506	 0.2489	Kp	L	A	 0.2967	 0.4879	 0.7302	 0.2221
 3.50	  4500	-2.0	 2.0	 0.4300	 0.2701	Kp	L	A	 0.2609	 0.5325	 0.7338	 0.2417
 4.00	  4500	-2.0	 2.0	 0.3800	 0.3040	Kp	L	A	 0.1779	 0.6163	 0.7237	 0.2763
 4.50	  4500	-2.0	 2.0	 0.2956	 0.3670	Kp	L	A	 0.0382	 0.7632	 0.7127	 0.3385
 5.00	  4500	-2.0	 2.0	 0.2211	 0.4003	Kp	L	A	-0.0749	 0.8544	 0.6781	 0.3745
 0.00	  4750	-2.0	 2.0	 0.5511	 0.0912	Kp	L	A	 0.4836	 0.1948	 0.6554	 0.0855
 0.50	  4750	-2.0	 2.0	 0.5215	 0.1218	Kp	L	A	 0.4347	 0.2552	 0.6601	 0.1130
 1.00	  4750	-2.0	 2.0	 0.4857	 0.1594	Kp	L	A	 0.3748	 0.3302	 0.6668	 0.1470
 1.50	  4750	-2.0	 2.0	 0.4492	 0.1999	Kp	L	A	 0.3128	 0.4103	 0.6760	 0.1834
 2.00	  4750	-2.0	 2.0	 0.4167	 0.2384	Kp	L	A	 0.2567	 0.4856	 0.6868	 0.2178
 2.50	  4750	-2.0	 2.0	 0.3939	 0.2688	Kp	L	A	 0.2162	 0.5435	 0.6978	 0.2444
 3.00	  4750	-2.0	 2.0	 0.3795	 0.2891	Kp	L	A	 0.1895	 0.5830	 0.7062	 0.2624
 3.50	  4750	-2.0	 2.0	 0.3650	 0.3069	Kp	L	A	 0.1628	 0.6196	 0.7119	 0.2787
 4.00	  4750	-2.0	 2.0	 0.3423	 0.3301	Kp	L	A	 0.1241	 0.6674	 0.7155	 0.2999
 4.50	  4750	-2.0	 2.0	 0.2995	 0.3580	Kp	L	A	 0.0541	 0.7364	 0.7055	 0.3283
 5.00	  4750	-2.0	 2.0	 0.2415	 0.3948	Kp	L	A	-0.0399	 0.8274	 0.6907	 0.3658
 0.00	  5000	-2.0	 2.0	 0.5155	 0.1216	Kp	L	A	 0.4276	 0.2566	 0.6541	 0.1132
 0.50	  5000	-2.0	 2.0	 0.4912	 0.1451	Kp	L	A	 0.3872	 0.3050	 0.6565	 0.1349
 1.00	  5000	-2.0	 2.0	 0.4605	 0.1751	Kp	L	A	 0.3361	 0.3665	 0.6599	 0.1624
 1.50	  5000	-2.0	 2.0	 0.4260	 0.2097	Kp	L	A	 0.2782	 0.4372	 0.6646	 0.1941
 2.00	  5000	-2.0	 2.0	 0.3919	 0.2448	Kp	L	A	 0.2213	 0.5075	 0.6701	 0.2259
 2.50	  5000	-2.0	 2.0	 0.3660	 0.2727	Kp	L	A	 0.1777	 0.5629	 0.6756	 0.2510
 3.00	  5000	-2.0	 2.0	 0.3456	 0.2952	Kp	L	A	 0.1430	 0.6076	 0.6806	 0.2711
 3.50	  5000	-2.0	 2.0	 0.3289	 0.3129	Kp	L	A	 0.1135	 0.6449	 0.6839	 0.2875
 4.00	  5000	-2.0	 2.0	 0.3079	 0.3329	Kp	L	A	 0.0776	 0.6879	 0.6859	 0.3063
 4.50	  5000	-2.0	 2.0	 0.2798	 0.3515	Kp	L	A	 0.0327	 0.7319	 0.6794	 0.3246
 5.00	  5000	-2.0	 2.0	 0.2413	 0.3740	Kp	L	A	-0.0281	 0.7880	 0.6673	 0.3476
 0.00	  5250	-2.0	 2.0	 0.4777	 0.1528	Kp	L	A	 0.3673	 0.3225	 0.6519	 0.1423
 0.50	  5250	-2.0	 2.0	 0.4626	 0.1677	Kp	L	A	 0.3409	 0.3546	 0.6539	 0.1564
 1.00	  5250	-2.0	 2.0	 0.4386	 0.1909	Kp	L	A	 0.3007	 0.4028	 0.6562	 0.1778
 1.50	  5250	-2.0	 2.0	 0.4107	 0.2179	Kp	L	A	 0.2545	 0.4581	 0.6590	 0.2027
 2.00	  5250	-2.0	 2.0	 0.3817	 0.2458	Kp	L	A	 0.2069	 0.5146	 0.6615	 0.2281
 2.50	  5250	-2.0	 2.0	 0.3553	 0.2717	Kp	L	A	 0.1644	 0.5655	 0.6643	 0.2512
 3.00	  5250	-2.0	 2.0	 0.3333	 0.2930	Kp	L	A	 0.1293	 0.6072	 0.6662	 0.2702
 3.50	  5250	-2.0	 2.0	 0.3162	 0.3086	Kp	L	A	 0.1015	 0.6394	 0.6668	 0.2845
 4.00	  5250	-2.0	 2.0	 0.2969	 0.3246	Kp	L	A	 0.0693	 0.6749	 0.6658	 0.2997
 4.50	  5250	-2.0	 2.0	 0.2815	 0.3390	Kp	L	A	 0.0452	 0.7031	 0.6666	 0.3124
 5.00	  5250	-2.0	 2.0	 0.2410	 0.3642	Kp	L	A	-0.0204	 0.7659	 0.6558	 0.3383
 0.00	  5500	-2.0	 2.0	 0.4362	 0.1868	Kp	L	A	 0.3013	 0.3942	 0.6492	 0.1740
 0.50	  5500	-2.0	 2.0	 0.4298	 0.1932	Kp	L	A	 0.2885	 0.4102	 0.6504	 0.1806
 1.00	  5500	-2.0	 2.0	 0.4151	 0.2084	Kp	L	A	 0.2633	 0.4415	 0.6528	 0.1946
 1.50	  5500	-2.0	 2.0	 0.3950	 0.2271	Kp	L	A	 0.2300	 0.4805	 0.6541	 0.2119
 2.00	  5500	-2.0	 2.0	 0.3725	 0.2481	Kp	L	A	 0.1939	 0.5226	 0.6553	 0.2310
 2.50	  5500	-2.0	 2.0	 0.3494	 0.2700	Kp	L	A	 0.1577	 0.5649	 0.6568	 0.2504
 3.00	  5500	-2.0	 2.0	 0.3302	 0.2885	Kp	L	A	 0.1287	 0.5988	 0.6580	 0.2662
 3.50	  5500	-2.0	 2.0	 0.3099	 0.3071	Kp	L	A	 0.0970	 0.6351	 0.6587	 0.2828
 4.00	  5500	-2.0	 2.0	 0.2929	 0.3201	Kp	L	A	 0.0696	 0.6640	 0.6566	 0.2952
 4.50	  5500	-2.0	 2.0	 0.2710	 0.3351	Kp	L	A	 0.0341	 0.6997	 0.6522	 0.3102
 5.00	  5500	-2.0	 2.0	 0.2436	 0.3530	Kp	L	A	-0.0106	 0.7436	 0.6458	 0.3283
 0.00	  5750	-2.0	 2.0	 0.5139	 0.1147	Kp	L	A	 0.4252	 0.2505	 0.6455	 0.1088
 0.50	  5750	-2.0	 2.0	 0.4143	 0.2022	Kp	L	A	 0.2651	 0.4311	 0.6452	 0.1894
 1.00	  5750	-2.0	 2.0	 0.3872	 0.2286	Kp	L	A	 0.2200	 0.4853	 0.6482	 0.2137
 1.50	  5750	-2.0	 2.0	 0.3771	 0.2382	Kp	L	A	 0.2034	 0.5051	 0.6490	 0.2225
 2.00	  5750	-2.0	 2.0	 0.3604	 0.2534	Kp	L	A	 0.1767	 0.5355	 0.6494	 0.2363
 2.50	  5750	-2.0	 2.0	 0.3441	 0.2686	Kp	L	A	 0.1525	 0.5634	 0.6500	 0.2494
 3.00	  5750	-2.0	 2.0	 0.3259	 0.2866	Kp	L	A	 0.1253	 0.5955	 0.6517	 0.2647
 3.50	  5750	-2.0	 2.0	 0.3083	 0.3017	Kp	L	A	 0.0991	 0.6241	 0.6509	 0.2779
 4.00	  5750	-2.0	 2.0	 0.3005	 0.3066	Kp	L	A	 0.0887	 0.6330	 0.6485	 0.2820
 4.50	  5750	-2.0	 2.0	 0.2764	 0.3247	Kp	L	A	 0.0491	 0.6746	 0.6454	 0.2997
 5.00	  5750	-2.0	 2.0	 0.2520	 0.3405	Kp	L	A	 0.0098	 0.7131	 0.6396	 0.3157
 0.00	  6000	-2.0	 2.0	 0.5214	 0.1122	Kp	L	A	 0.4417	 0.2348	 0.6489	 0.1036
 0.50	  6000	-2.0	 2.0	 0.4921	 0.1321	Kp	L	A	 0.3918	 0.2858	 0.6434	 0.1245
 1.00	  6000	-2.0	 2.0	 0.3796	 0.2280	Kp	L	A	 0.2099	 0.4883	 0.6403	 0.2141
 1.50	  6000	-2.0	 2.0	 0.3531	 0.2548	Kp	L	A	 0.1679	 0.5393	 0.6438	 0.2377
 2.00	  6000	-2.0	 2.0	 0.3456	 0.2612	Kp	L	A	 0.1565	 0.5518	 0.6435	 0.2435
 2.50	  6000	-2.0	 2.0	 0.3349	 0.2704	Kp	L	A	 0.1412	 0.5683	 0.6430	 0.2513
 3.00	  6000	-2.0	 2.0	 0.3248	 0.2800	Kp	L	A	 0.1281	 0.5826	 0.6431	 0.2587
 3.50	  6000	-2.0	 2.0	 0.3131	 0.2900	Kp	L	A	 0.1121	 0.5996	 0.6424	 0.2670
 4.00	  6000	-2.0	 2.0	 0.2968	 0.3041	Kp	L	A	 0.0877	 0.6264	 0.6418	 0.2793
 4.50	  6000	-2.0	 2.0	 0.2860	 0.3102	Kp	L	A	 0.0718	 0.6403	 0.6381	 0.2852
 5.00	  6000	-2.0	 2.0	 0.2594	 0.3297	Kp	L	A	 0.0282	 0.6857	 0.6342	 0.3045
 0.50	  6250	-2.0	 2.0	 0.4932	 0.1365	Kp	L	A	 0.3982	 0.2828	 0.6481	 0.1253
 1.00	  6250	-2.0	 2.0	 0.4537	 0.1636	Kp	L	A	 0.3320	 0.3503	 0.6406	 0.1533
 1.50	  6250	-2.0	 2.0	 0.3528	 0.2469	Kp	L	A	 0.1692	 0.5284	 0.6350	 0.2317
 2.00	  6250	-2.0	 2.0	 0.3270	 0.2721	Kp	L	A	 0.1308	 0.5737	 0.6372	 0.2533
 2.50	  6250	-2.0	 2.0	 0.3235	 0.2748	Kp	L	A	 0.1273	 0.5764	 0.6363	 0.2550
 3.00	  6250	-2.0	 2.0	 0.3158	 0.2812	Kp	L	A	 0.1178	 0.5859	 0.6355	 0.2600
 3.50	  6250	-2.0	 2.0	 0.3065	 0.2902	Kp	L	A	 0.1062	 0.5988	 0.6358	 0.2668
 4.00	  6250	-2.0	 2.0	 0.2960	 0.2982	Kp	L	A	 0.0919	 0.6129	 0.6342	 0.2736
 4.50	  6250	-2.0	 2.0	 0.2859	 0.3052	Kp	L	A	 0.0771	 0.6272	 0.6320	 0.2799
 5.00	  6250	-2.0	 2.0	 0.2671	 0.3178	Kp	L	A	 0.0472	 0.6568	 0.6280	 0.2924
 0.50	  6500	-2.0	 2.0	 0.4892	 0.1431	Kp	L	A	 0.3944	 0.2895	 0.6507	 0.1296
 1.00	  6500	-2.0	 2.0	 0.4642	 0.1601	Kp	L	A	 0.3543	 0.3294	 0.6455	 0.1465
 1.50	  6500	-2.0	 2.0	 0.4286	 0.1783	Kp	L	A	 0.2953	 0.3828	 0.6324	 0.1673
 2.00	  6500	-2.0	 2.0	 0.3212	 0.2655	Kp	L	A	 0.1226	 0.5700	 0.6249	 0.2497
 2.50	  6500	-2.0	 2.0	 0.3026	 0.2868	Kp	L	A	 0.0979	 0.6015	 0.6291	 0.2662
 3.00	  6500	-2.0	 2.0	 0.3020	 0.2868	Kp	L	A	 0.0999	 0.5979	 0.6282	 0.2653
 3.50	  6500	-2.0	 2.0	 0.3002	 0.2880	Kp	L	A	 0.1002	 0.5960	 0.6272	 0.2652
 4.00	  6500	-2.0	 2.0	 0.2946	 0.2915	Kp	L	A	 0.0941	 0.6006	 0.6254	 0.2678
 4.50	  6500	-2.0	 2.0	 0.2856	 0.2992	Kp	L	A	 0.0820	 0.6132	 0.6247	 0.2740
 5.00	  6500	-2.0	 2.0	 0.2714	 0.3089	Kp	L	A	 0.0602	 0.6345	 0.6216	 0.2832
 0.50	  6750	-2.0	 2.0	 0.4664	 0.1634	Kp	L	A	 0.3587	 0.3299	 0.6509	 0.1479
 1.00	  6750	-2.0	 2.0	 0.4595	 0.1666	Kp	L	A	 0.3494	 0.3368	 0.6476	 0.1509
 1.50	  6750	-2.0	 2.0	 0.4326	 0.1834	Kp	L	A	 0.3082	 0.3755	 0.6403	 0.1674
 2.00	  6750	-2.0	 2.0	 0.3848	 0.2110	Kp	L	A	 0.2301	 0.4485	 0.6255	 0.1970
 2.50	  6750	-2.0	 2.0	 0.2998	 0.2790	Kp	L	A	 0.0946	 0.5939	 0.6184	 0.2611
 3.00	  6750	-2.0	 2.0	 0.2855	 0.2966	Kp	L	A	 0.0778	 0.6165	 0.6227	 0.2739
 3.50	  6750	-2.0	 2.0	 0.2884	 0.2921	Kp	L	A	 0.0852	 0.6051	 0.6201	 0.2691
 4.00	  6750	-2.0	 2.0	 0.2870	 0.2920	Kp	L	A	 0.0858	 0.6021	 0.6183	 0.2683
 4.50	  6750	-2.0	 2.0	 0.2823	 0.2947	Kp	L	A	 0.0811	 0.6050	 0.6164	 0.2701
